mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	0	3/2	3/2	0	4	firstMeasure					2
2	2	0	3/2	3/2	0	4						3
3	3	0	3/2	3/2	0	4						4
4	4	0	3/2	3/2	0	4						5
5	5	0	3/2	3/2	0	4						6
6	6	0	3/2	3/2	0	4						7
7	7	0	3/2	3/2	0	4						8
8	8	0	3/2	3/2	0	4						9
9	9	0	3/2	3/2	0	4						10
10	10	0	2/4	1/2	0	4						11
11	11	0	3/2	3/2	0	4						12
12	12	0	3/2	3/2	0	4						13
13	13	0	3/2	3/2	0	4						14
14	14	0	3/2	3/2	0	4						15
15	15	0	3/2	3/2	0	4						16
16	16	0	3/2	3/2	0	4						17
17	17	0	3/2	3/2	0	4						18
18	18	0	2/4	1/2	0	4						19
19	19	0	2/4	1/2	0	4						20
20	20	0	2/4	1/2	0	4						21
21	21	0	2/4	1/2	0	4						22
22	22	0	2/4	1/2	0	4						23
23	23	0	2/4	1/2	0	4						24
24	24	0	2/4	1/2	0	4						25
25	25	0	2/4	1/2	0	4						26
26	26	0	2/4	1/2	0	4	lastMeasure		end			-1
