mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0				𝅘𝅥=104	104.0	𝅘𝅥	104.0	0.0
1	1	0	0	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	0					
1	1	3	3	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1					
2	2	4	4	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	2					
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3					
2	2	4	4	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	4					
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	5					
2	2	4	4	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	6					
2	2	6	6	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	7					
2	2	7	7	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	8					
2	2	4	4	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	9					
2	2	7	7	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	10					
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	11					
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	12					
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	13					
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	14					
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	15					
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	16					
3	3	8	8	4.0	0	0	Chord	4/4	3	1	1	1	1	17					
3	3	8	8	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	18					
3	3	10	10	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	19					
3	3	11	11	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	20					
4	4	12	12	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	21					
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	22					
4	4	12	12	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	23					
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	24					
4	4	12	12	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	25					
4	4	14	14	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	26					
4	4	12	12	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	27					
4	4	15	15	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	28					
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	29					
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	30					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	31					
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	32					
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	33					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	34					
5	5	16	16	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	35					
5	5	17	17	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	36					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	37					
5	5	16	16	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	38					
5	5	17	17	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	39					
5	5	18	18	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	40					
6	6	20	20	4.0	0	0	Chord	4/4	1	1	1	1	1	41					
6	6	20	20	4.0	0	0	Chord	4/4	2	1	1	1	1	42					
6	6	20	20	4.0	0	0	Chord	4/4	3	1	1	1	1	43					
6	6	20	20	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	44					
6	6	23	23	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	45					
6	6	20	20	4.0	0	0	Chord	4/4	5	1	1	1	1	46					
7	7	24	24	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	47					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	48					
7	7	24	24	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	49					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	50					
7	7	24	24	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	51					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	52					
7	7	24	24	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	53					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	54					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	55					
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	56					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	57					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	58					
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	59					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	60					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	61					
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	62					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	63					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	64					
8	8	28	28	4.0	0	0	Chord	4/4	4	1	1	1	1	65					
9	9	32	32	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	66					
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	67					
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	68					
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	69					
9	9	32	32	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	70					
