mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0				𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0
1	1	0	0	4.0	0	0	Chord	4/4	1	1	1	1	1	0					
1	1	0	0	4.0	0	0	Chord	4/4	2	1	1	1	1	1					
1	1	0	0	4.0	0	0	Chord	4/4	3	1	1	1	1	2					
1	1	0	0	4.0	0	0	Chord	4/4	4	1	1	1	1	3					
1	1	0	0	4.0	0	0	Chord	4/4	5	1	1	1	1	4					
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	5					
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	6					
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	7					
2	2	4	4	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	8					
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	9					
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	10					
2	2	4	4	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	11					
2	2	6	6	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	12					
2	2	7	7	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	13					
2	2	4	4	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	14					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	15					
2	2	4	4	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	16					
2	2	6	6	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	17					
3	3	8	8	4.0	0	0	Chord	4/4	1	1	1	1	1	18					
3	3	8	8	4.0	0	0	Chord	4/4	2	1	1	1	1	19					
3	3	8	8	4.0	0	0	Chord	4/4	3	1	1	1	1	20					
3	3	8	8	4.0	0	0	Chord	4/4	4	1	1	1	1	21					
3	3	8	8	4.0	0	0	Chord	4/4	5	1	1	1	1	22					
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	23					
